date_key,commodity_key,price,price_yoy_pct,price_12m_avg
1960-01-01,3,0.634,,
1960-02-01,3,0.608,,
1960-03-01,3,0.5789,,0.607
1960-04-01,3,0.5983,,0.6048
1960-05-01,3,0.6001,,0.6039
1960-06-01,3,0.5944,,0.6023
1960-07-01,3,0.6045,,0.6026
1960-08-01,3,0.5882,,0.6008
1960-09-01,3,0.5827,,0.5988
1960-10-01,3,0.5858,,0.5975
1960-11-01,3,0.5695,,0.5949
1960-12-01,3,0.5238,,0.589
1961-01-01,3,0.485,-23.5,0.5766
1961-02-01,3,0.4881,-19.72,0.5666
1961-03-01,3,0.4581,-20.87,0.5565
1961-04-01,3,0.4354,-27.23,0.543
1961-05-01,3,0.4848,-19.21,0.5334
1961-06-01,3,0.4907,-17.45,0.5247
1961-07-01,3,0.4753,-21.37,0.514
1961-08-01,3,0.4795,-18.48,0.5049
1961-09-01,3,0.465,-20.2,0.4951
1961-10-01,3,0.4603,-21.42,0.4846
1961-11-01,3,0.4808,-15.58,0.4772
1961-12-01,3,0.5397,3.04,0.4786
1962-01-01,3,0.4588,-5.4,0.4764
1962-02-01,3,0.4945,1.31,0.4769
1962-03-01,3,0.4414,-3.65,0.4755
1962-04-01,3,0.4647,6.73,0.478
1962-05-01,3,0.4654,-4.0,0.4763
1962-06-01,3,0.4729,-3.63,0.4749
1962-07-01,3,0.461,-3.01,0.4737
1962-08-01,3,0.4588,-4.32,0.4719
1962-09-01,3,0.45,-3.23,0.4707
1962-10-01,3,0.4365,-5.17,0.4687
1962-11-01,3,0.4383,-8.84,0.4652
1962-12-01,3,0.4533,-16.01,0.458
1963-01-01,3,0.4991,8.78,0.4613
1963-02-01,3,0.5439,9.99,0.4654
1963-03-01,3,0.5318,20.48,0.473
1963-04-01,3,0.5631,21.17,0.4812
1963-05-01,3,0.6076,30.55,0.493
1963-06-01,3,0.5622,18.88,0.5005
1963-07-01,3,0.5249,13.86,0.5058
1963-08-01,3,0.521,13.56,0.511
1963-09-01,3,0.5509,22.42,0.5194
1963-10-01,3,0.5807,33.04,0.5314
1963-11-01,3,0.5706,30.18,0.5424
1963-12-01,3,0.5723,26.25,0.5523
1964-01-01,3,0.5549,11.18,0.557
1964-02-01,3,0.5077,-6.66,0.554
1964-03-01,3,0.5084,-4.4,0.552
1964-04-01,3,0.4784,-15.04,0.545
1964-05-01,3,0.4766,-21.56,0.534
1964-06-01,3,0.4954,-11.88,0.5285
1964-07-01,3,0.5077,-3.28,0.527
1964-08-01,3,0.4985,-4.32,0.5252
1964-09-01,3,0.5104,-7.35,0.5218
1964-10-01,3,0.509,-12.35,0.5158
1964-11-01,3,0.5201,-8.85,0.5116
1964-12-01,3,0.5018,-12.32,0.5057
1965-01-01,3,0.47,-15.3,0.4987
1965-02-01,3,0.4191,-17.45,0.4913
1965-03-01,3,0.353,-30.57,0.4783
1965-04-01,3,0.3457,-27.74,0.4673
1965-05-01,3,0.3276,-31.26,0.4549
1965-06-01,3,0.2906,-41.34,0.4378
1965-07-01,3,0.259,-48.99,0.4171
1965-08-01,3,0.3258,-34.64,0.4027
1965-09-01,3,0.3649,-28.51,0.3906
1965-10-01,3,0.3706,-27.19,0.379
1965-11-01,3,0.3986,-23.36,0.3689
1965-12-01,3,0.4588,-8.57,0.3653
1966-01-01,3,0.4731,0.66,0.3656
1966-02-01,3,0.4718,12.57,0.37
1966-03-01,3,0.4896,38.7,0.3813
1966-04-01,3,0.5333,54.27,0.397
1966-05-01,3,0.513,56.59,0.4124
1966-06-01,3,0.5267,81.25,0.4321
1966-07-01,3,0.5761,122.43,0.4585
1966-08-01,3,0.573,75.87,0.4791
1966-09-01,3,0.5022,37.63,0.4906
1966-10-01,3,0.5084,37.18,0.502
1966-11-01,3,0.4952,24.23,0.5101
1966-12-01,3,0.5492,19.7,0.5176
1967-01-01,3,0.5739,21.31,0.526
1967-02-01,3,0.6078,28.83,0.5374
1967-03-01,3,0.5952,21.57,0.5462
1967-04-01,3,0.5754,7.89,0.5497
1967-05-01,3,0.5688,10.88,0.5543
1967-06-01,3,0.5792,9.97,0.5587
1967-07-01,3,0.5686,-1.3,0.5581
1967-08-01,3,0.5855,2.18,0.5591
1967-09-01,3,0.6239,24.23,0.5693
1967-10-01,3,0.6078,19.55,0.5775
1967-11-01,3,0.6442,30.09,0.59
1967-12-01,3,0.6471,17.83,0.5981
1968-01-01,3,0.6543,14.01,0.6048
1968-02-01,3,0.6321,4.0,0.6068
1968-03-01,3,0.6235,4.75,0.6092
1968-04-01,3,0.6288,9.28,0.6136
1968-05-01,3,0.6243,9.76,0.6183
1968-06-01,3,0.6133,5.89,0.6211
1968-07-01,3,0.6257,10.04,0.6259
1968-08-01,3,0.6526,11.46,0.6315
1968-09-01,3,0.7747,24.17,0.644
1968-10-01,3,0.8305,36.64,0.6626
1968-11-01,3,0.9661,49.97,0.6894
1968-12-01,3,1.0247,58.35,0.7209
1969-01-01,3,0.9378,43.33,0.7445
1969-02-01,3,0.9105,44.04,0.7677
1969-03-01,3,0.8984,44.09,0.7906
1969-04-01,3,0.8759,39.3,0.8112
1969-05-01,3,0.8089,29.57,0.8266
1969-06-01,3,0.8929,45.59,0.8499
1969-07-01,3,0.9312,48.83,0.8754
1969-08-01,3,0.9143,40.1,0.8972
1969-09-01,3,0.9008,16.28,0.9077
1969-10-01,3,0.9186,10.61,0.915
1969-11-01,3,0.9321,-3.52,0.9122
1969-12-01,3,0.8512,-16.93,0.8977
1970-01-01,3,0.675,-28.02,0.8758
1970-02-01,3,0.675,-25.86,0.8562
1970-03-01,3,0.675,-24.87,0.8376
1970-04-01,3,0.675,-22.94,0.8208
1970-05-01,3,0.675,-16.55,0.8097
1970-06-01,3,0.675,-24.4,0.7915
1970-07-01,3,0.675,-27.51,0.7702
1970-08-01,3,0.675,-26.17,0.7502
1970-09-01,3,0.675,-25.07,0.7314
1970-10-01,3,0.675,-26.52,0.7111
1970-11-01,3,0.675,-27.58,0.6897
1970-12-01,3,0.675,-20.7,0.675
1971-01-01,3,0.538,-20.3,0.6636
1971-02-01,3,0.538,-20.3,0.6522
1971-03-01,3,0.538,-20.3,0.6408
1971-04-01,3,0.538,-20.3,0.6293
1971-05-01,3,0.538,-20.3,0.6179
1971-06-01,3,0.538,-20.3,0.6065
1971-07-01,3,0.538,-20.3,0.5951
1971-08-01,3,0.538,-20.3,0.5837
1971-09-01,3,0.538,-20.3,0.5722
1971-10-01,3,0.538,-20.3,0.5608
1971-11-01,3,0.538,-20.3,0.5494
1971-12-01,3,0.538,-20.3,0.538
1972-01-01,3,0.644,19.7,0.5468
1972-02-01,3,0.644,19.7,0.5557
1972-03-01,3,0.644,19.7,0.5645
1972-04-01,3,0.644,19.7,0.5733
1972-05-01,3,0.644,19.7,0.5822
1972-06-01,3,0.644,19.7,0.591
1972-07-01,3,0.644,19.7,0.5998
1972-08-01,3,0.644,19.7,0.6087
1972-09-01,3,0.644,19.7,0.6175
1972-10-01,3,0.644,19.7,0.6263
1972-11-01,3,0.644,19.7,0.6352
1972-12-01,3,0.644,19.7,0.644
1973-01-01,3,1.131,75.62,0.6846
1973-02-01,3,1.131,75.62,0.7252
1973-03-01,3,1.131,75.62,0.7658
1973-04-01,3,1.131,75.62,0.8063
1973-05-01,3,1.131,75.62,0.8469
1973-06-01,3,1.131,75.62,0.8875
1973-07-01,3,1.131,75.62,0.9281
1973-08-01,3,1.131,75.62,0.9687
1973-09-01,3,1.131,75.62,1.0092
1973-10-01,3,1.131,75.62,1.0498
1973-11-01,3,1.131,75.62,1.0904
1973-12-01,3,1.131,75.62,1.131
1974-01-01,3,1.561,38.02,1.1668
1974-02-01,3,1.561,38.02,1.2027
1974-03-01,3,1.561,38.02,1.2385
1974-04-01,3,1.561,38.02,1.2743
1974-05-01,3,1.561,38.02,1.3102
1974-06-01,3,1.561,38.02,1.346
1974-07-01,3,1.561,38.02,1.3818
1974-08-01,3,1.561,38.02,1.4177
1974-09-01,3,1.561,38.02,1.4535
1974-10-01,3,1.561,38.02,1.4893
1974-11-01,3,1.561,38.02,1.5252
1974-12-01,3,1.561,38.02,1.561
1975-01-01,3,1.246,-20.18,1.5347
1975-02-01,3,1.246,-20.18,1.5085
1975-03-01,3,1.246,-20.18,1.4822
1975-04-01,3,1.246,-20.18,1.456
1975-05-01,3,1.246,-20.18,1.4298
1975-06-01,3,1.246,-20.18,1.4035
1975-07-01,3,1.246,-20.18,1.3772
1975-08-01,3,1.246,-20.18,1.351
1975-09-01,3,1.246,-20.18,1.3248
1975-10-01,3,1.246,-20.18,1.2985
1975-11-01,3,1.246,-20.18,1.2722
1975-12-01,3,1.246,-20.18,1.246
1976-01-01,3,1.4046,12.73,1.2592
1976-02-01,3,1.4341,15.1,1.2749
1976-03-01,3,1.4151,13.57,1.289
1976-04-01,3,1.6389,31.53,1.3217
1976-05-01,3,1.7685,41.93,1.3653
1976-06-01,3,1.9242,54.43,1.4218
1976-07-01,3,1.957,57.06,1.481
1976-08-01,3,2.1219,70.3,1.554
1976-09-01,3,2.3905,91.85,1.6494
1976-10-01,3,2.5935,108.15,1.7617
1976-11-01,3,2.9253,134.78,1.9016
1976-12-01,3,2.9754,138.8,2.0458
1977-01-01,3,3.45,145.62,2.2162
1977-02-01,3,3.8177,166.21,2.4148
1977-03-01,3,4.0342,185.08,2.6331
1977-04-01,3,3.5878,118.92,2.7955
1977-05-01,3,3.7831,113.92,2.9634
1977-06-01,3,4.2536,121.06,3.1575
1977-07-01,3,4.3629,122.94,3.358
1977-08-01,3,3.9701,87.1,3.512
1977-09-01,3,3.8515,61.12,3.6338
1977-10-01,3,3.6934,42.41,3.7254
1977-11-01,3,3.4818,19.02,3.7718
1977-12-01,3,3.1947,7.37,3.7901
1978-01-01,3,2.9791,-13.65,3.7508
1978-02-01,3,2.8259,-25.98,3.6682
1978-03-01,3,3.3819,-16.17,3.6138
1978-04-01,3,3.4425,-4.05,3.6017
1978-05-01,3,3.1356,-17.12,3.5478
1978-06-01,3,2.9921,-29.66,3.4426
1978-07-01,3,3.1636,-27.49,3.3427
1978-08-01,3,3.3612,-15.34,3.2919
1978-09-01,3,3.7505,-2.62,3.2835
1978-10-01,3,3.8274,3.63,3.2947
1978-11-01,3,4.0303,15.75,3.3404
1978-12-01,3,3.9478,23.57,3.4032
1979-01-01,3,3.6555,22.7,3.4595
1979-02-01,3,3.5029,23.96,3.5159
1979-03-01,3,3.3962,0.42,3.5171
1979-04-01,3,3.2478,-5.66,3.5009
1979-05-01,3,3.3587,7.12,3.5195
1979-06-01,3,3.4807,16.33,3.5602
1979-07-01,3,3.252,2.79,3.5676
1979-08-01,3,3.1354,-6.72,3.5488
1979-09-01,3,3.2225,-14.08,3.5048
1979-10-01,3,3.0591,-20.07,3.4407
1979-11-01,3,3.0164,-25.16,3.3563
1979-12-01,3,3.1868,-19.28,3.2928
1980-01-01,3,3.1675,-13.35,3.2522
1980-02-01,3,3.2368,-7.6,3.23
1980-03-01,3,3.091,-8.99,3.2046
1980-04-01,3,2.9107,-10.38,3.1765
1980-05-01,3,2.5858,-23.01,3.1121
1980-06-01,3,2.4981,-28.23,3.0302
1980-07-01,3,2.4648,-24.21,2.9646
1980-08-01,3,2.3122,-26.26,2.896
1980-09-01,3,2.386,-25.96,2.8263
1980-10-01,3,2.305,-24.65,2.7634
1980-11-01,3,2.174,-27.93,2.6932
1980-12-01,3,2.11,-33.79,2.6035
1981-01-01,3,2.093,-33.92,2.514
1981-02-01,3,2.041,-36.94,2.4143
1981-03-01,3,2.116,-31.54,2.333
1981-04-01,3,2.11,-27.51,2.2663
1981-05-01,3,1.933,-25.25,2.2119
1981-06-01,3,1.663,-33.43,2.1423
1981-07-01,3,2.0483,-16.9,2.1076
1981-08-01,3,2.2469,-2.82,2.1022
1981-09-01,3,2.3565,-1.24,2.0997
1981-10-01,3,2.1727,-5.74,2.0887
1981-11-01,3,2.0637,-5.07,2.0795
1981-12-01,3,2.1105,0.02,2.0795
1982-01-01,3,2.1922,4.74,2.0878
1982-02-01,3,2.0871,2.26,2.0917
1982-03-01,3,1.946,-8.03,2.0775
1982-04-01,3,1.7409,-17.49,2.0467
1982-05-01,3,1.719,-11.07,2.0289
1982-06-01,3,1.5488,-6.87,2.0194
1982-07-01,3,1.5565,-24.01,1.9784
1982-08-01,3,1.5463,-31.18,1.92
1982-09-01,3,1.6851,-28.49,1.8641
1982-10-01,3,1.6335,-24.82,1.8191
1982-11-01,3,1.5405,-25.35,1.7755
1982-12-01,3,1.6315,-22.7,1.7356
1983-01-01,3,1.7784,-18.88,1.7011
1983-02-01,3,1.9439,-6.86,1.6892
1983-03-01,3,1.868,-4.01,1.6827
1983-04-01,3,1.8772,7.83,1.6941
1983-05-01,3,2.0703,20.44,1.7233
1983-06-01,3,2.2977,48.35,1.7857
1983-07-01,3,2.3027,47.94,1.8479
1983-08-01,3,2.3038,48.99,1.911
1983-09-01,3,2.145,27.29,1.9494
1983-10-01,3,2.0977,28.42,1.9881
1983-11-01,3,2.2152,43.8,2.0443
1983-12-01,3,2.5385,55.59,2.1199
1984-01-01,3,2.622,47.44,2.1902
1984-02-01,3,2.5005,28.63,2.2365
1984-03-01,3,2.5347,35.69,2.2921
1984-04-01,3,2.5358,35.08,2.347
1984-05-01,3,2.6826,29.58,2.398
1984-06-01,3,2.485,8.15,2.4136
1984-07-01,3,2.2145,-3.83,2.4063
1984-08-01,3,2.2136,-3.92,2.3988
1984-09-01,3,2.3108,7.73,2.4126
1984-10-01,3,2.2573,7.61,2.4259
1984-11-01,3,2.2551,1.8,2.4292
1984-12-01,3,2.14,-15.7,2.396
1985-01-01,3,2.2198,-15.34,2.3625
1985-02-01,3,2.2741,-9.05,2.3436
1985-03-01,3,2.232,-11.94,2.3184
1985-04-01,3,2.2395,-11.68,2.2937
1985-05-01,3,2.129,-20.64,2.2476
1985-06-01,3,2.0922,-15.81,2.2148
1985-07-01,3,2.2111,-0.15,2.2145
1985-08-01,3,2.2721,2.64,2.2194
1985-09-01,3,2.3468,1.56,2.2224
1985-10-01,3,2.3636,4.71,2.2313
1985-11-01,3,2.2979,1.9,2.2348
1985-12-01,3,2.3753,11.0,2.2544
1986-01-01,3,2.3237,4.68,2.2631
1986-02-01,3,2.2291,-1.98,2.2594
1986-03-01,3,2.1065,-5.62,2.2489
1986-04-01,3,1.9897,-11.15,2.2281
1986-05-01,3,1.9059,-10.48,2.2095
1986-06-01,3,1.9059,-8.9,2.194
1986-07-01,3,2.0223,-8.54,2.1782
1986-08-01,3,2.0723,-8.79,2.1616
1986-09-01,3,2.2064,-5.98,2.1499
1986-10-01,3,2.073,-12.29,2.1257
1986-11-01,3,2.0245,-11.9,2.1029
1986-12-01,3,1.9761,-16.81,2.0696
1987-01-01,3,1.9651,-15.43,2.0397
1987-02-01,3,1.9586,-12.13,2.0172
1987-03-01,3,2.0097,-4.6,2.0091
1987-04-01,3,2.0697,4.02,2.0158
1987-05-01,3,2.0684,8.53,2.0293
1987-06-01,3,1.9952,4.69,2.0368
1987-07-01,3,2.1178,4.72,2.0447
1987-08-01,3,2.0214,-2.46,2.0405
1987-09-01,3,1.987,-9.94,2.0222
1987-10-01,3,1.9107,-7.83,2.0087
1987-11-01,3,1.9297,-4.68,2.0008
1987-12-01,3,1.8973,-3.99,1.9942
1988-01-01,3,1.9734,0.42,1.9949
1988-02-01,3,1.7992,-8.14,1.9816
1988-03-01,3,1.6852,-16.15,1.9546
1988-04-01,3,1.6491,-20.32,1.9195
1988-05-01,3,1.7073,-17.46,1.8894
1988-06-01,3,1.6241,-18.6,1.8585
1988-07-01,3,1.6096,-24.0,1.8162
1988-08-01,3,1.4478,-28.38,1.7684
1988-09-01,3,1.2392,-37.63,1.706
1988-10-01,3,1.3043,-31.74,1.6555
1988-11-01,3,1.4729,-23.67,1.6174
1988-12-01,3,1.5031,-20.78,1.5846
1989-01-01,3,1.4348,-27.29,1.5397
1989-02-01,3,1.4817,-17.65,1.5133
1989-03-01,3,1.4088,-16.4,1.4902
1989-04-01,3,1.2908,-21.73,1.4604
1989-05-01,3,1.2072,-29.29,1.4187
1989-06-01,3,1.2522,-22.9,1.3877
1989-07-01,3,1.3459,-16.38,1.3657
1989-08-01,3,1.2855,-11.21,1.3522
1989-09-01,3,1.1409,-7.93,1.344
1989-10-01,3,1.0635,-18.46,1.3239
1989-11-01,3,1.0108,-31.37,1.2854
1989-12-01,3,0.9703,-35.45,1.241
1990-01-01,3,0.9945,-30.69,1.2043
1990-02-01,3,1.0265,-30.72,1.1664
1990-03-01,3,1.1314,-19.69,1.1433
1990-04-01,3,1.3338,3.33,1.1469
1990-05-01,3,1.4405,19.33,1.1663
1990-06-01,3,1.3201,5.42,1.172
1990-07-01,3,1.3457,-0.01,1.172
1990-08-01,3,1.2857,0.02,1.172
1990-09-01,3,1.3715,20.21,1.1912
1990-10-01,3,1.3069,22.89,1.2115
1990-11-01,3,1.347,33.26,1.2395
1990-12-01,3,1.2964,33.61,1.2667
1991-01-01,3,1.2417,24.86,1.2873
1991-02-01,3,1.2147,18.33,1.303
1991-03-01,3,1.2103,6.97,1.3095
1991-04-01,3,1.1458,-14.1,1.2939
1991-05-01,3,1.0622,-26.26,1.2623
1991-06-01,3,1.0408,-21.16,1.2391
1991-07-01,3,1.0322,-23.3,1.2129
1991-08-01,3,1.1389,-11.42,1.2007
1991-09-01,3,1.2729,-7.19,1.1925
1991-10-01,3,1.3008,-0.47,1.192
1991-11-01,3,1.314,-2.45,1.1892
1991-12-01,3,1.3664,5.4,1.1951
1992-01-01,3,1.2815,3.21,1.1984
1992-02-01,3,1.1929,-1.79,1.1966
1992-03-01,3,1.1282,-6.78,1.1897
1992-04-01,3,1.0443,-8.86,1.1813
1992-05-01,3,0.9923,-6.58,1.1754
1992-06-01,3,0.9706,-6.74,1.1696
1992-07-01,3,1.1021,6.77,1.1754
1992-08-01,3,1.1762,3.28,1.1785
1992-09-01,3,1.125,-11.62,1.1662
1992-10-01,3,1.071,-17.67,1.147
1992-11-01,3,1.0763,-18.09,1.1272
1992-12-01,3,1.0344,-24.3,1.0996
1993-01-01,3,1.0355,-19.2,1.0791
1993-02-01,3,0.9976,-16.37,1.0628
1993-03-01,3,0.9751,-13.57,1.05
1993-04-01,3,1.0117,-3.12,1.0473
1993-05-01,3,0.9958,0.35,1.0476
1993-06-01,3,0.9872,1.71,1.049
1993-07-01,3,1.0604,-3.78,1.0455
1993-08-01,3,1.0966,-6.77,1.0389
1993-09-01,3,1.2677,12.68,1.0508
1993-10-01,3,1.2923,20.66,1.0692
1993-11-01,3,1.321,22.74,1.0896
1993-12-01,3,1.3622,31.69,1.1169
1994-01-01,3,1.2641,22.08,1.136
1994-02-01,3,1.2289,23.19,1.1552
1994-03-01,3,1.3073,34.07,1.1829
1994-04-01,3,1.2436,22.92,1.2023
1994-05-01,3,1.3788,38.46,1.2342
1994-06-01,3,1.459,47.79,1.2735
1994-07-01,3,1.5523,46.39,1.3145
1994-08-01,3,1.551,41.44,1.3524
1994-09-01,3,1.4861,17.23,1.3706
1994-10-01,3,1.4478,12.03,1.3835
1994-11-01,3,1.4352,8.64,1.393
1994-12-01,3,1.3975,2.59,1.396
1995-01-01,3,1.4687,16.19,1.413
1995-02-01,3,1.5102,22.89,1.4365
1995-03-01,3,1.485,13.59,1.4513
1995-04-01,3,1.4612,17.5,1.4694
1995-05-01,3,1.4453,4.82,1.4749
1995-06-01,3,1.4372,-1.49,1.4731
1995-07-01,3,1.364,-12.13,1.4574
1995-08-01,3,1.4129,-8.9,1.4459
1995-09-01,3,1.3971,-5.99,1.4385
1995-10-01,3,1.3946,-3.67,1.4341
1995-11-01,3,1.435,-0.01,1.4341
1995-12-01,3,1.3779,-1.4,1.4324
1996-01-01,3,1.349,-8.15,1.4224
1996-02-01,3,1.3702,-9.27,1.4108
1996-03-01,3,1.3393,-9.81,1.3986
1996-04-01,3,1.4564,-0.33,1.3982
1996-05-01,3,1.5241,5.45,1.4048
1996-06-01,3,1.5375,6.98,1.4132
1996-07-01,3,1.495,9.6,1.4241
1996-08-01,3,1.5009,6.23,1.4314
1996-09-01,3,1.476,5.65,1.438
1996-10-01,3,1.477,5.91,1.4449
1996-11-01,3,1.4676,2.27,1.4476
1996-12-01,3,1.4738,6.96,1.4556
1997-01-01,3,1.4279,5.85,1.4621
1997-02-01,3,1.3726,0.18,1.4623
1997-03-01,3,1.5236,13.76,1.4777
1997-04-01,3,1.571,7.87,1.4872
1997-05-01,3,1.5692,2.96,1.491
1997-06-01,3,1.6883,9.81,1.5036
1997-07-01,3,1.6775,12.21,1.5188
1997-08-01,3,1.653,10.13,1.5315
1997-09-01,3,1.7655,19.61,1.5556
1997-10-01,3,1.741,17.87,1.5776
1997-11-01,3,1.6964,15.59,1.5967
1997-12-01,3,1.7388,17.98,1.6187
1998-01-01,3,1.6707,17.0,1.639
1998-02-01,3,1.6432,19.71,1.6615
1998-03-01,3,1.7211,12.96,1.678
1998-04-01,3,1.7202,9.5,1.6904
1998-05-01,3,1.7814,13.52,1.7081
1998-06-01,3,1.7234,2.08,1.711
1998-07-01,3,1.7167,2.34,1.7143
1998-08-01,3,1.6825,1.78,1.7167
1998-09-01,3,1.6859,-4.51,1.7101
1998-10-01,3,1.6475,-5.37,1.7023
1998-11-01,3,1.5999,-5.69,1.6943
1998-12-01,3,1.5241,-12.35,1.6764
1999-01-01,3,1.4558,-12.86,1.6585
1999-02-01,3,1.4111,-14.12,1.6391
1999-03-01,3,1.3139,-23.66,1.6052
1999-04-01,3,1.1779,-31.53,1.56
1999-05-01,3,1.0676,-40.07,1.5005
1999-06-01,3,1.1629,-32.52,1.4538
1999-07-01,3,1.1132,-35.15,1.4035
1999-08-01,3,0.9984,-40.66,1.3465
1999-09-01,3,1.0606,-37.09,1.2944
1999-10-01,3,1.0215,-38.0,1.2422
1999-11-01,3,0.9221,-42.37,1.1858
1999-12-01,3,0.9188,-39.72,1.1353
2000-01-01,3,0.9185,-36.91,1.0905
2000-02-01,3,0.8569,-39.27,1.0444
2000-03-01,3,0.9259,-29.53,1.012
2000-04-01,3,0.912,-22.57,0.9899
2000-05-01,3,0.9216,-13.68,0.9777
2000-06-01,3,0.9482,-18.46,0.9598
2000-07-01,3,0.9671,-13.12,0.9476
2000-08-01,3,0.8865,-11.21,0.9383
2000-09-01,3,0.8827,-16.77,0.9235
2000-10-01,3,0.8777,-14.08,0.9115
2000-11-01,3,0.8796,-4.61,0.908
2000-12-01,3,0.8928,-2.83,0.9058
2001-01-01,3,0.996,8.44,0.9123
2001-02-01,3,0.8926,4.17,0.9152
2001-03-01,3,1.1244,21.44,0.9318
2001-04-01,3,1.0843,18.89,0.9461
2001-05-01,3,1.0774,16.91,0.9591
2001-06-01,3,0.9733,2.65,0.9612
2001-07-01,3,0.9664,-0.07,0.9611
2001-08-01,3,1.0322,16.44,0.9733
2001-09-01,3,1.0243,16.04,0.9851
2001-10-01,3,1.0849,23.61,1.0024
2001-11-01,3,1.2316,40.02,1.0317
2001-12-01,3,1.3374,49.8,1.0687
2002-01-01,3,1.386,39.16,1.1012
2002-02-01,3,1.4906,67.0,1.1511
2002-03-01,3,1.5927,41.65,1.1901
2002-04-01,3,1.5681,44.62,1.2304
2002-05-01,3,1.6021,48.7,1.2741
2002-06-01,3,1.6591,70.46,1.3313
2002-07-01,3,1.8711,93.62,1.4067
2002-08-01,3,1.9587,89.76,1.4839
2002-09-01,3,2.1609,110.96,1.5786
2002-10-01,3,2.2015,102.92,1.6716
2002-11-01,3,1.8118,47.11,1.72
2002-12-01,3,2.0317,51.91,1.7779
2003-01-01,3,2.178435,57.17,1.8439
2003-02-01,3,2.282,53.09,1.9098
2003-03-01,3,1.946807,22.23,1.9394
2003-04-01,3,1.924227,22.71,1.969
2003-05-01,3,1.73555,8.33,1.9802
2003-06-01,3,1.571095,-5.3,1.9728
2003-07-01,3,1.560174,-16.62,1.9469
2003-08-01,3,1.552274,-20.75,1.913
2003-09-01,3,1.637863,-24.2,1.8695
2003-10-01,3,1.482835,-32.64,1.8096
2003-11-01,3,1.505669,-16.9,1.7841
2003-12-01,3,1.633597,-19.59,1.7509
2004-01-01,3,1.62867772727,-25.24,1.7051
2004-02-01,3,1.5688465,-31.25,1.6456
2004-03-01,3,1.50401695652,-22.74,1.6087
2004-04-01,3,1.43777045455,-25.28,1.5682
2004-05-01,3,1.4195747619,-18.21,1.5419
2004-06-01,3,1.40479409091,-10.59,1.528
2004-07-01,3,1.56356590909,0.22,1.5283
2004-08-01,3,1.72831181818,11.34,1.543
2004-09-01,3,1.54526272727,-5.65,1.5352
2004-10-01,3,1.4803352381,-0.17,1.535
2004-11-01,3,1.65912545455,10.19,1.5478
2004-12-01,3,1.65790173913,1.49,1.5498
2005-01-01,3,1.55230857143,-4.69,1.5435
2005-02-01,3,1.633594,4.13,1.5489
2005-03-01,3,1.75514869565,16.7,1.5698
2005-04-01,3,1.58567904762,10.29,1.5821
2005-05-01,3,1.50822772727,6.25,1.5895
2005-06-01,3,1.53954636364,9.59,1.6008
2005-07-01,3,1.48748428571,-4.87,1.5944
2005-08-01,3,1.4808673913,-14.32,1.5738
2005-09-01,3,1.50483545455,-2.62,1.5704
2005-10-01,3,1.45732809524,-1.55,1.5685
2005-11-01,3,1.44330818182,-13.01,1.5505
2005-12-01,3,1.50910727273,-8.97,1.5381
2006-01-01,3,1.57310363636,1.34,1.5399
2006-02-01,3,1.546104,-5.36,1.5326
2006-03-01,3,1.54505521739,-11.97,1.5151
2006-04-01,3,1.5480175,-2.38,1.5119
2006-05-01,3,1.59641695652,5.85,1.5193
2006-06-01,3,1.607,4.38,1.5249
2006-07-01,3,1.67908333333,12.88,1.5409
2006-08-01,3,1.62071347826,9.44,1.5525
2006-09-01,3,1.56876190476,4.25,1.5578
2006-10-01,3,1.53022636364,5.0,1.5639
2006-11-01,3,1.58116636364,9.55,1.5754
2006-12-01,3,1.70717809524,13.13,1.5919
2007-01-01,3,1.69852217391,7.97,1.6024
2007-02-01,3,1.815393,17.42,1.6248
2007-03-01,3,1.92399818182,24.53,1.6564
2007-04-01,3,1.97797809524,27.77,1.6922
2007-05-01,3,2.00386304348,25.52,1.7262
2007-06-01,3,2.01698333333,25.51,1.7603
2007-07-01,3,2.15846772727,28.55,1.8003
2007-08-01,3,1.9052273913,17.55,1.824
2007-09-01,3,1.93431,23.3,1.8544
2007-10-01,3,1.91149782609,24.92,1.8862
2007-11-01,3,1.96833909091,24.49,1.9185
2007-12-01,3,2.11265,23.75,1.9523
2008-01-01,3,2.20146,29.61,1.9942
2008-02-01,3,2.5035,37.9,2.0515
2008-03-01,3,2.72649,41.71,2.1184
2008-04-01,3,2.6075,31.83,2.1709
2008-05-01,3,2.68423,33.95,2.2276
2008-06-01,3,3.00118,48.8,2.3096
2008-07-01,3,2.96716,37.47,2.377
2008-08-01,3,2.81578,47.79,2.4528
2008-09-01,3,2.69572,39.36,2.5163
2008-10-01,3,2.27393,18.96,2.5465
2008-11-01,3,2.05459,4.38,2.5537
2008-12-01,3,2.39385588235,13.31,2.5771
2009-01-01,3,2.625922882,19.28,2.6125
2009-02-01,3,2.647528158,5.75,2.6245
2009-03-01,3,2.50995987,-7.94,2.6064
2009-04-01,3,2.55515458,-2.01,2.6021
2009-05-01,3,2.480858886,-7.58,2.5851
2009-06-01,3,2.700439038,-10.02,2.5601
2009-07-01,3,2.791269382,-5.93,2.5454
2009-08-01,3,2.956615882,5.0,2.5572
2009-09-01,3,3.142906272,16.59,2.5944
2009-10-01,3,3.372627676,48.32,2.686
2009-11-01,3,3.3840917,64.71,2.7968
2009-12-01,3,3.49762963,46.11,2.8888
2010-01-01,3,3.52518738,34.25,2.9637
2010-02-01,3,3.276506244,23.76,3.0161
